x,y,u,v
63200.0,8100.0,-0.0,-0.04
63300.0,8100.0,-0.0,-0.04
63400.0,8100.0,-0.0,-0.04
63500.0,8100.0,-0.0,-0.04
63600.0,8100.0,-0.0,-0.04
63700.0,8100.0,-0.0,-0.04
63800.0,8100.0,-0.0,-0.04
63900.0,8100.0,-0.0,-0.04
64000.0,8100.0,-0.01,-0.04
64100.0,8100.0,-0.01,-0.04
64200.0,8100.0,-0.01,-0.04
64300.0,8100.0,-0.01,-0.03
64400.0,8100.0,-0.01,-0.03
64500.0,8100.0,-0.01,-0.03
64600.0,8100.0,-0.01,-0.03
64700.0,8100.0,-0.01,-0.03
64800.0,8100.0,-0.01,-0.03
64900.0,8100.0,-0.01,-0.03
66100.0,8100.0,-0.01,-0.03
66200.0,8100.0,-0.01,-0.02
66300.0,8100.0,-0.01,-0.03
66400.0,8100.0,-0.01,-0.02
66500.0,8100.0,-0.01,-0.03
66600.0,8100.0,-0.01,-0.03
66800.0,8100.0,-0.01,-0.03
66900.0,8100.0,-0.01,-0.02
67000.0,8100.0,-0.01,-0.02
67100.0,8100.0,-0.01,-0.02
67200.0,8100.0,-0.01,-0.02
67300.0,8100.0,-0.01,-0.02
67400.0,8100.0,-0.01,-0.02
67500.0,8100.0,-0.01,-0.02
67600.0,8100.0,-0.01,-0.01
67700.0,8100.0,-0.01,-0.01
67800.0,8100.0,-0.01,-0.01
67900.0,8100.0,-0.01,-0.01
68000.0,8100.0,-0.01,-0.01
68100.0,8100.0,-0.01,-0.01
68200.0,8100.0,-0.01,-0.01
68300.0,8100.0,-0.01,-0.01
68400.0,8100.0,-0.01,-0.01
68500.0,8100.0,-0.01,-0.01
68600.0,8100.0,-0.01,-0.0
68700.0,8100.0,-0.01,-0.0
68800.0,8100.0,-0.01,-0.0
68900.0,8100.0,-0.01,-0.01
69000.0,8100.0,-0.01,-0.0
69100.0,8100.0,-0.01,-0.0
69200.0,8100.0,-0.01,-0.0
69300.0,8100.0,-0.01,-0.0
69400.0,8100.0,-0.01,0.0
69500.0,8100.0,-0.01,-0.0
69700.0,8100.0,-0.01,0.0
69800.0,8100.0,-0.01,-0.0
70900.0,8100.0,-0.01,0.01
71200.0,8100.0,-0.01,0.01
71300.0,8100.0,-0.01,0.01
71400.0,8100.0,-0.01,0.01
71500.0,8100.0,-0.02,0.01
71600.0,8100.0,-0.02,0.01
71700.0,8100.0,-0.02,0.01
71800.0,8100.0,-0.02,0.01
74000.0,8100.0,-0.02,0.02
74100.0,8100.0,-0.02,0.02
74200.0,8100.0,-0.02,0.02
74300.0,8100.0,-0.02,0.02
74400.0,8100.0,-0.02,0.02
74500.0,8100.0,-0.02,0.02
74600.0,8100.0,-0.02,0.02
74700.0,8100.0,-0.02,0.02
74800.0,8100.0,-0.02,0.02
74900.0,8100.0,-0.02,0.02
75000.0,8100.0,-0.02,0.02
75100.0,8100.0,-0.02,0.02
75200.0,8100.0,-0.02,0.02
75300.0,8100.0,-0.02,0.02
21800.0,8200.0,1.25,0.02
21900.0,8200.0,1.25,0.02
22000.0,8200.0,1.25,0.02
22100.0,8200.0,1.24,0.02
22200.0,8200.0,1.21,0.02
22300.0,8200.0,1.18,0.02
22400.0,8200.0,1.13,0.02
22500.0,8200.0,1.07,0.02
22600.0,8200.0,1.01,0.02
22700.0,8200.0,0.97,0.02
22800.0,8200.0,0.92,0.02
22900.0,8200.0,0.89,0.02
23000.0,8200.0,0.86,0.02
23100.0,8200.0,0.84,0.02
23200.0,8200.0,0.83,0.02
23300.0,8200.0,0.82,0.02
23400.0,8200.0,0.83,0.02
23500.0,8200.0,0.83,0.02
23600.0,8200.0,0.84,0.02
23700.0,8200.0,0.85,0.02
23800.0,8200.0,0.85,0.02
23900.0,8200.0,0.87,0.02
24000.0,8200.0,0.88,0.02
24100.0,8200.0,0.9,0.02
24200.0,8200.0,0.93,0.02
24300.0,8200.0,0.95,0.02
24400.0,8200.0,0.98,0.02
24500.0,8200.0,1.01,0.02
24600.0,8200.0,1.04,0.01
24700.0,8200.0,1.08,0.01
24800.0,8200.0,1.13,0.01
24900.0,8200.0,1.18,0.01
25000.0,8200.0,1.23,0.01
25100.0,8200.0,1.28,0.01
25200.0,8200.0,1.33,0.01
25300.0,8200.0,1.37,0.01
25400.0,8200.0,1.41,0.01
25500.0,8200.0,1.43,0.01
25600.0,8200.0,1.44,0.01
25700.0,8200.0,1.44,0.01
25800.0,8200.0,1.44,0.01
25900.0,8200.0,1.43,0.01
26000.0,8200.0,1.42,0.01
26100.0,8200.0,1.42,0.01
26200.0,8200.0,1.4,0.01
26300.0,8200.0,1.41,0.01
26400.0,8200.0,1.41,0.01
26500.0,8200.0,1.41,0.01
26600.0,8200.0,1.42,0.01
26700.0,8200.0,1.43,0.01
26800.0,8200.0,1.42,0.01
26900.0,8200.0,1.42,0.01
27000.0,8200.0,1.4,0.01
27100.0,8200.0,1.38,0.01
27200.0,8200.0,1.35,0.01
27300.0,8200.0,1.32,0.01
27400.0,8200.0,1.29,0.01
27500.0,8200.0,1.26,0.01
27600.0,8200.0,1.23,0.01
27700.0,8200.0,1.21,0.01
27800.0,8200.0,1.19,0.01
27900.0,8200.0,1.18,0.0
28000.0,8200.0,1.18,0.0
28100.0,8200.0,1.18,0.0
28200.0,8200.0,1.2,0.0
28300.0,8200.0,1.21,0.0
28400.0,8200.0,1.23,0.0
28500.0,8200.0,1.25,0.0
28600.0,8200.0,1.28,0.0
28700.0,8200.0,1.3,0.0
28800.0,8200.0,1.32,0.0
28900.0,8200.0,1.33,0.0
29000.0,8200.0,1.34,0.0
29100.0,8200.0,1.34,0.0
29200.0,8200.0,1.34,0.0
29300.0,8200.0,1.34,0.0
29400.0,8200.0,1.33,0.0
29500.0,8200.0,1.31,0.0
29600.0,8200.0,1.3,0.0
29700.0,8200.0,1.3,0.0
29800.0,8200.0,1.28,0.0
29900.0,8200.0,1.27,0.0
30000.0,8200.0,1.25,-0.01
30100.0,8200.0,1.24,-0.01
30200.0,8200.0,1.22,-0.01
30300.0,8200.0,1.19,-0.01
30400.0,8200.0,1.16,-0.01
30500.0,8200.0,1.13,-0.01
30600.0,8200.0,1.09,-0.0
30700.0,8200.0,1.04,-0.01
30800.0,8200.0,0.99,-0.01
30900.0,8200.0,0.93,-0.0
31000.0,8200.0,0.87,-0.0
31100.0,8200.0,0.82,-0.01
31200.0,8200.0,0.76,-0.01
31300.0,8200.0,0.7,-0.01
31400.0,8200.0,0.65,-0.01
31500.0,8200.0,0.59,-0.01
31600.0,8200.0,0.55,-0.02
31700.0,8200.0,0.5,-0.02
31800.0,8200.0,0.46,-0.02
31900.0,8200.0,0.42,-0.02
32000.0,8200.0,0.39,-0.02
32100.0,8200.0,0.36,-0.02
32200.0,8200.0,0.33,-0.02
32300.0,8200.0,0.31,-0.02
32400.0,8200.0,0.29,-0.02
32500.0,8200.0,0.27,-0.02
32600.0,8200.0,0.25,-0.02
32700.0,8200.0,0.24,-0.02
32800.0,8200.0,0.23,-0.02
32900.0,8200.0,0.21,-0.02
33000.0,8200.0,0.2,-0.02
33100.0,8200.0,0.19,-0.02
33200.0,8200.0,0.18,-0.02
33300.0,8200.0,0.18,-0.02
33400.0,8200.0,0.17,-0.02
33500.0,8200.0,0.16,-0.02
33600.0,8200.0,0.15,-0.02
33700.0,8200.0,0.15,-0.02
33800.0,8200.0,0.14,-0.02
33900.0,8200.0,0.13,-0.02
34000.0,8200.0,0.12,-0.02
34100.0,8200.0,0.12,-0.02
34200.0,8200.0,0.12,-0.02
34300.0,8200.0,0.11,-0.02
34400.0,8200.0,0.11,-0.02
34500.0,8200.0,0.11,-0.02
34600.0,8200.0,0.1,-0.02
34700.0,8200.0,0.1,-0.02
34800.0,8200.0,0.09,-0.02
34900.0,8200.0,0.09,-0.02
35000.0,8200.0,0.08,-0.02
35100.0,8200.0,0.08,-0.02
35200.0,8200.0,0.08,-0.02
35300.0,8200.0,0.08,-0.02
35400.0,8200.0,0.07,-0.02
35500.0,8200.0,0.07,-0.02
35600.0,8200.0,0.07,-0.02
35700.0,8200.0,0.06,-0.02
35800.0,8200.0,0.07,-0.02
35900.0,8200.0,0.06,-0.02
36000.0,8200.0,0.06,-0.02
36100.0,8200.0,0.06,-0.02
36200.0,8200.0,0.06,-0.02
36300.0,8200.0,0.06,-0.02
36400.0,8200.0,0.06,-0.02
36500.0,8200.0,0.05,-0.02
36600.0,8200.0,0.05,-0.02
36700.0,8200.0,0.05,-0.02
36800.0,8200.0,0.05,-0.02
36900.0,8200.0,0.05,-0.02
37000.0,8200.0,0.05,-0.02
37100.0,8200.0,0.05,-0.02
37200.0,8200.0,0.05,-0.03
37300.0,8200.0,0.05,-0.03
37400.0,8200.0,0.05,-0.03
37500.0,8200.0,0.05,-0.03
37600.0,8200.0,0.05,-0.03
37700.0,8200.0,0.05,-0.03
37800.0,8200.0,0.05,-0.03
37900.0,8200.0,0.04,-0.03
38000.0,8200.0,0.04,-0.03
38100.0,8200.0,0.04,-0.03
38200.0,8200.0,0.04,-0.03
38300.0,8200.0,0.04,-0.03
38400.0,8200.0,0.04,-0.03
38500.0,8200.0,0.04,-0.03
38600.0,8200.0,0.04,-0.03
38700.0,8200.0,0.03,-0.03
38800.0,8200.0,0.03,-0.03
38900.0,8200.0,0.03,-0.03
39000.0,8200.0,0.03,-0.03
39100.0,8200.0,0.03,-0.03
39200.0,8200.0,0.03,-0.03
39300.0,8200.0,0.03,-0.03
39400.0,8200.0,0.03,-0.03
39500.0,8200.0,0.03,-0.03
39600.0,8200.0,0.03,-0.03
39700.0,8200.0,0.03,-0.03
39800.0,8200.0,0.03,-0.03
39900.0,8200.0,0.03,-0.03
40000.0,8200.0,0.03,-0.04
40100.0,8200.0,0.03,-0.04
40200.0,8200.0,0.03,-0.04
40300.0,8200.0,0.03,-0.04
40400.0,8200.0,0.02,-0.04
40500.0,8200.0,0.03,-0.04
40600.0,8200.0,0.03,-0.04
40700.0,8200.0,0.02,-0.04
40800.0,8200.0,0.02,-0.04
40900.0,8200.0,0.02,-0.04
41000.0,8200.0,0.02,-0.04
41100.0,8200.0,0.02,-0.04
41200.0,8200.0,0.03,-0.04
41300.0,8200.0,0.02,-0.04
41400.0,8200.0,0.03,-0.04
41500.0,8200.0,0.03,-0.04
41600.0,8200.0,0.02,-0.04
41700.0,8200.0,0.03,-0.04
41800.0,8200.0,0.03,-0.04
41900.0,8200.0,0.02,-0.04
42000.0,8200.0,0.02,-0.04
42100.0,8200.0,0.02,-0.04
42200.0,8200.0,0.02,-0.04
42300.0,8200.0,0.02,-0.04
42400.0,8200.0,0.02,-0.04
42500.0,8200.0,0.02,-0.04
42600.0,8200.0,0.02,-0.04
42700.0,8200.0,0.02,-0.04
42800.0,8200.0,0.02,-0.04
42900.0,8200.0,0.02,-0.04
43000.0,8200.0,0.02,-0.04
43100.0,8200.0,0.02,-0.04
43200.0,8200.0,0.02,-0.04
43300.0,8200.0,0.02,-0.04
43400.0,8200.0,0.02,-0.04
43500.0,8200.0,0.01,-0.04
43600.0,8200.0,0.02,-0.04
43700.0,8200.0,0.01,-0.04
43800.0,8200.0,0.02,-0.05
43900.0,8200.0,0.01,-0.05
44000.0,8200.0,0.02,-0.05
44100.0,8200.0,0.01,-0.05
44200.0,8200.0,0.02,-0.04
44300.0,8200.0,0.01,-0.05
44400.0,8200.0,0.01,-0.05
44500.0,8200.0,0.01,-0.04
44600.0,8200.0,0.02,-0.05
44700.0,8200.0,0.01,-0.04
44800.0,8200.0,0.01,-0.05
44900.0,8200.0,0.01,-0.04
45000.0,8200.0,0.01,-0.05
45100.0,8200.0,0.01,-0.05
45200.0,8200.0,0.01,-0.05
45300.0,8200.0,0.02,-0.04
45400.0,8200.0,0.02,-0.05
45500.0,8200.0,0.01,-0.05
45600.0,8200.0,0.01,-0.05
45700.0,8200.0,0.01,-0.05
45800.0,8200.0,0.01,-0.05
45900.0,8200.0,0.01,-0.05
46000.0,8200.0,0.01,-0.05
46100.0,8200.0,0.01,-0.05
46200.0,8200.0,0.01,-0.05
46300.0,8200.0,0.01,-0.05
46400.0,8200.0,0.01,-0.05
46500.0,8200.0,0.01,-0.05
46600.0,8200.0,0.01,-0.05
46700.0,8200.0,0.01,-0.05
46800.0,8200.0,0.01,-0.05
46900.0,8200.0,0.01,-0.05
47000.0,8200.0,0.01,-0.05
47100.0,8200.0,0.01,-0.05
47200.0,8200.0,0.01,-0.05
47300.0,8200.0,0.01,-0.05
47400.0,8200.0,0.01,-0.05
47500.0,8200.0,0.01,-0.05
47600.0,8200.0,0.01,-999.0
47700.0,8200.0,0.01,-0.06
47800.0,8200.0,0.0,-0.06
47900.0,8200.0,0.01,-0.06
48000.0,8200.0,0.01,-0.06
48100.0,8200.0,0.01,-0.06
48200.0,8200.0,0.01,-0.06
48300.0,8200.0,0.01,-0.06
48400.0,8200.0,0.01,-0.06
48500.0,8200.0,0.01,-0.06
48600.0,8200.0,0.01,-0.06
48700.0,8200.0,0.01,-999.0
48800.0,8200.0,0.01,-999.0
48900.0,8200.0,0.01,-999.0
49000.0,8200.0,0.01,-999.0
49100.0,8200.0,0.01,-999.0
49200.0,8200.0,0.01,-0.06
49300.0,8200.0,0.01,-0.06
49400.0,8200.0,0.01,-0.06
49500.0,8200.0,0.0,-0.06
49600.0,8200.0,0.0,-0.06
49700.0,8200.0,0.01,-0.06
49800.0,8200.0,0.0,-0.06
49900.0,8200.0,0.0,-0.06
50000.0,8200.0,0.0,-0.06
50100.0,8200.0,0.0,-0.06
50200.0,8200.0,0.0,-0.06
50300.0,8200.0,0.0,-0.06
50400.0,8200.0,0.0,-0.06
50500.0,8200.0,0.0,-0.06
50600.0,8200.0,0.0,-0.06
50700.0,8200.0,0.0,-0.06
50800.0,8200.0,0.0,-0.06
50900.0,8200.0,0.0,-0.06
51000.0,8200.0,0.0,-0.07
51100.0,8200.0,0.0,-0.07
51200.0,8200.0,0.0,-0.07
51300.0,8200.0,0.0,-0.07
51400.0,8200.0,0.0,-0.07
51500.0,8200.0,0.0,-0.07
51600.0,8200.0,0.0,-0.07
51700.0,8200.0,0.0,-0.07
51800.0,8200.0,0.0,-0.07
51900.0,8200.0,0.0,-0.07
52000.0,8200.0,0.0,-0.07
52100.0,8200.0,0.0,-0.07
52200.0,8200.0,0.0,-0.07
52300.0,8200.0,0.0,-0.07
52400.0,8200.0,0.0,-0.07
52500.0,8200.0,0.0,-0.07
52600.0,8200.0,0.0,-0.07
52700.0,8200.0,0.0,-0.07
52800.0,8200.0,0.0,-0.07
52900.0,8200.0,0.0,-0.07
53000.0,8200.0,0.0,-0.07
53100.0,8200.0,0.0,-0.07
53200.0,8200.0,0.0,-0.07
53300.0,8200.0,0.0,-0.07
53400.0,8200.0,0.0,-0.07
53500.0,8200.0,0.0,-0.07
53600.0,8200.0,0.0,-0.07
53700.0,8200.0,0.0,-0.07
53800.0,8200.0,0.0,-0.07
53900.0,8200.0,0.0,-0.07
54000.0,8200.0,0.0,-0.07
54100.0,8200.0,0.0,-0.07
54200.0,8200.0,0.0,-0.07
54300.0,8200.0,0.0,-0.07
54400.0,8200.0,0.0,-0.07
54500.0,8200.0,0.0,-0.07
54600.0,8200.0,0.0,-0.07
54700.0,8200.0,0.0,-0.07
54800.0,8200.0,0.0,-0.07
54900.0,8200.0,0.0,-0.07
55000.0,8200.0,0.0,-0.07
55100.0,8200.0,0.0,-0.07
55200.0,8200.0,0.0,-0.07
55300.0,8200.0,0.0,-0.07
55400.0,8200.0,0.0,-0.07
55500.0,8200.0,0.0,-0.07
55600.0,8200.0,0.0,-0.08
55700.0,8200.0,0.0,-0.07
55800.0,8200.0,0.0,-0.07
55900.0,8200.0,0.0,-0.07
56000.0,8200.0,0.0,-0.07
56100.0,8200.0,0.0,-0.07
56200.0,8200.0,0.0,-0.07
56300.0,8200.0,0.0,-0.08
56400.0,8200.0,0.0,-0.08
56500.0,8200.0,0.0,-0.07
56600.0,8200.0,0.0,-0.07
56700.0,8200.0,0.0,-0.07
56800.0,8200.0,0.0,-0.08
56900.0,8200.0,0.0,-0.08
57000.0,8200.0,0.0,-0.08
57100.0,8200.0,0.0,-0.07
57200.0,8200.0,0.0,-0.07
57300.0,8200.0,0.0,-0.08
57400.0,8200.0,0.0,-0.08
57500.0,8200.0,0.0,-0.08
57600.0,8200.0,0.0,-0.08
57700.0,8200.0,0.0,-0.07
57800.0,8200.0,0.0,-0.08
57900.0,8200.0,0.0,-0.08
58000.0,8200.0,0.0,-0.08
58100.0,8200.0,0.0,-0.08
58200.0,8200.0,0.0,-0.08
58300.0,8200.0,0.0,-0.08
58400.0,8200.0,0.0,-0.07
58500.0,8200.0,0.0,-0.07
58600.0,8200.0,0.0,-0.07
58700.0,8200.0,-0.0,-0.07
58800.0,8200.0,0.0,-0.07
58900.0,8200.0,-0.0,-0.07
59000.0,8200.0,-0.0,-0.07
59100.0,8200.0,-0.0,-0.07
59200.0,8200.0,-0.0,-0.07
59300.0,8200.0,-0.0,-0.06
59400.0,8200.0,-0.0,-0.07
59500.0,8200.0,-0.0,-0.06
59600.0,8200.0,-0.0,-0.07
59700.0,8200.0,-0.0,-0.06
59800.0,8200.0,-0.0,-0.07
59900.0,8200.0,-0.0,-0.07
60000.0,8200.0,-0.0,-0.07
60100.0,8200.0,-0.0,-0.07
60200.0,8200.0,-0.0,-0.06
60300.0,8200.0,-0.0,-0.06
60400.0,8200.0,-0.0,-0.06
60500.0,8200.0,-0.0,-0.06
60600.0,8200.0,-0.0,-0.06
60700.0,8200.0,-0.0,-0.06
60800.0,8200.0,-0.0,-0.06
60900.0,8200.0,-0.0,-0.06
61000.0,8200.0,-0.0,-0.06
61100.0,8200.0,-0.0,-0.06
61200.0,8200.0,-0.0,-0.06
61300.0,8200.0,-0.0,-0.05
61400.0,8200.0,-0.0,-0.05
61500.0,8200.0,-0.0,-0.05
61600.0,8200.0,-0.0,-0.05
61700.0,8200.0,-0.0,-0.05
61800.0,8200.0,-0.0,-0.05
61900.0,8200.0,-0.0,-0.05
62000.0,8200.0,-0.0,-0.05
62100.0,8200.0,-0.0,-0.05
62200.0,8200.0,-0.0,-0.05
62300.0,8200.0,-0.0,-0.05
62400.0,8200.0,-0.0,-0.05
62500.0,8200.0,-0.0,-0.05
62600.0,8200.0,-0.0,-0.05
62700.0,8200.0,-0.0,-0.05
62800.0,8200.0,-0.0,-0.05
62900.0,8200.0,-0.0,-0.05
63000.0,8200.0,-0.0,-0.04
63100.0,8200.0,-0.0,-0.04
63200.0,8200.0,-0.0,-0.04
63300.0,8200.0,-0.0,-0.04
63400.0,8200.0,-0.0,-0.04
63500.0,8200.0,-0.0,-0.04
63600.0,8200.0,-0.0,-0.04
63700.0,8200.0,-0.01,-0.04
63800.0,8200.0,-0.01,-0.04
63900.0,8200.0,-0.01,-0.04
64000.0,8200.0,-0.01,-0.04
64100.0,8200.0,-0.01,-0.04
64200.0,8200.0,-0.01,-0.04
64300.0,8200.0,-0.01,-0.03
64400.0,8200.0,-0.01,-0.03
64500.0,8200.0,-0.01,-0.03
64600.0,8200.0,-0.01,-0.03
64700.0,8200.0,-0.01,-0.03
64900.0,8200.0,-0.01,-0.03
65000.0,8200.0,-0.01,-0.03
66100.0,8200.0,-0.01,-0.03
66200.0,8200.0,-0.01,-0.02
66300.0,8200.0,-0.01,-0.03
66400.0,8200.0,-0.01,-0.03
66500.0,8200.0,-0.01,-0.02
66600.0,8200.0,-0.01,-0.03
66700.0,8200.0,-0.01,-0.02
66800.0,8200.0,-0.01,-0.02
66900.0,8200.0,-0.01,-0.02
67000.0,8200.0,-0.01,-0.02
67100.0,8200.0,-0.01,-0.02
67200.0,8200.0,-0.01,-0.02
67300.0,8200.0,-0.01,-0.02
67400.0,8200.0,-0.01,-0.02
67500.0,8200.0,-0.01,-0.02
67600.0,8200.0,-0.01,-0.01
67700.0,8200.0,-0.01,-0.01
67800.0,8200.0,-0.01,-0.01
67900.0,8200.0,-0.01,-0.01
68000.0,8200.0,-0.01,-0.01
68100.0,8200.0,-0.01,-0.01
68200.0,8200.0,-0.01,-0.01
68300.0,8200.0,-0.01,-0.01
68400.0,8200.0,-0.01,-0.01
68500.0,8200.0,-0.01,-0.0
68600.0,8200.0,-0.01,-0.0
68700.0,8200.0,-0.01,-0.01
68800.0,8200.0,-0.01,-0.01
68900.0,8200.0,-0.01,-0.0
69000.0,8200.0,-0.01,-0.0
69100.0,8200.0,-0.01,-0.0
69200.0,8200.0,-0.01,-0.0
69300.0,8200.0,-0.01,0.0
69400.0,8200.0,-0.01,-0.0
69500.0,8200.0,-0.01,-0.0
69800.0,8200.0,-0.01,-0.0
69900.0,8200.0,-0.01,-0.0
70900.0,8200.0,-0.01,0.01
71100.0,8200.0,-0.02,0.01
71200.0,8200.0,-0.01,0.01
71300.0,8200.0,-0.01,0.01
71400.0,8200.0,-0.01,0.01
71500.0,8200.0,-0.02,0.01
71600.0,8200.0,-0.02,0.01
71700.0,8200.0,-0.02,0.01
71800.0,8200.0,-0.02,0.01
73900.0,8200.0,-0.02,0.02
74000.0,8200.0,-0.02,0.02
74100.0,8200.0,-0.02,0.02
74200.0,8200.0,-0.02,0.02
74300.0,8200.0,-0.02,0.02
74400.0,8200.0,-0.02,0.02
74500.0,8200.0,-0.02,0.02
74600.0,8200.0,-0.02,0.02
74700.0,8200.0,-0.02,0.02
74800.0,8200.0,-0.02,0.02
74900.0,8200.0,-0.02,0.02
75000.0,8200.0,-0.02,0.02
75100.0,8200.0,-0.02,0.02
75200.0,8200.0,-0.02,0.02
75300.0,8200.0,-0.02,0.02
21800.0,8300.0,1.25,0.02
21900.0,8300.0,1.25,0.02
22000.0,8300.0,1.25,0.02
22100.0,8300.0,1.24,0.02
22200.0,8300.0,1.22,0.02
22300.0,8300.0,1.18,0.02
22400.0,8300.0,1.13,0.02
22500.0,8300.0,1.08,0.02
22600.0,8300.0,1.02,0.02
22700.0,8300.0,0.97,0.02
22800.0,8300.0,0.92,0.02
22900.0,8300.0,0.89,0.02
23000.0,8300.0,0.87,0.02
23100.0,8300.0,0.86,0.02
23200.0,8300.0,0.85,0.02
23300.0,8300.0,0.85,0.02
23400.0,8300.0,0.85,0.02
23500.0,8300.0,0.85,0.02
23600.0,8300.0,0.86,0.02
23700.0,8300.0,0.87,0.02
23800.0,8300.0,0.87,0.02
23900.0,8300.0,0.88,0.02
24000.0,8300.0,0.89,0.02
24100.0,8300.0,0.91,0.02
24200.0,8300.0,0.94,0.02
24300.0,8300.0,0.96,0.02
24400.0,8300.0,0.99,0.02
24500.0,8300.0,1.03,0.01
24600.0,8300.0,1.06,0.01
24700.0,8300.0,1.1,0.01
24800.0,8300.0,1.15,0.01
24900.0,8300.0,1.2,0.01
25000.0,8300.0,1.24,0.01
25100.0,8300.0,1.29,0.01
25200.0,8300.0,1.34,0.01
25300.0,8300.0,1.38,0.01
25400.0,8300.0,1.41,0.01
25500.0,8300.0,1.43,0.01
25600.0,8300.0,1.45,0.01
25700.0,8300.0,1.44,0.01
25800.0,8300.0,1.45,0.01
25900.0,8300.0,1.43,0.01
26000.0,8300.0,1.42,0.01
26100.0,8300.0,1.42,0.01
26200.0,8300.0,1.41,0.01
26300.0,8300.0,1.4,0.01
26400.0,8300.0,1.4,0.01
26500.0,8300.0,1.4,0.01
26600.0,8300.0,1.41,0.01
26700.0,8300.0,1.42,0.01
26800.0,8300.0,1.41,0.01
26900.0,8300.0,1.4,0.01
27000.0,8300.0,1.39,0.01
27100.0,8300.0,1.37,0.01
27200.0,8300.0,1.34,0.01
27300.0,8300.0,1.32,0.01
27400.0,8300.0,1.28,0.01
27500.0,8300.0,1.25,0.01
27600.0,8300.0,1.23,0.01
27700.0,8300.0,1.21,0.01
27800.0,8300.0,1.19,0.01
27900.0,8300.0,1.19,0.0
28000.0,8300.0,1.18,0.0
28100.0,8300.0,1.18,0.0
28200.0,8300.0,1.2,0.0
28300.0,8300.0,1.21,0.0
28400.0,8300.0,1.23,0.0
28500.0,8300.0,1.26,0.0
28600.0,8300.0,1.28,0.0
28700.0,8300.0,1.31,0.0
28800.0,8300.0,1.32,0.0
28900.0,8300.0,1.33,0.0
29000.0,8300.0,1.34,0.0
29100.0,8300.0,1.34,0.0
29200.0,8300.0,1.33,0.0
29300.0,8300.0,1.32,0.0
29400.0,8300.0,1.31,0.0
29500.0,8300.0,1.3,0.0
29600.0,8300.0,1.29,0.0
29700.0,8300.0,1.28,0.0
29800.0,8300.0,1.27,0.0
29900.0,8300.0,1.25,0.0
30000.0,8300.0,1.24,-0.01
30100.0,8300.0,1.22,-0.01
30200.0,8300.0,1.2,-0.01
30300.0,8300.0,1.17,-0.01
30400.0,8300.0,1.14,-0.01
30500.0,8300.0,1.1,-0.01
30600.0,8300.0,1.06,-0.0
30700.0,8300.0,1.01,-0.01
30800.0,8300.0,0.95,-0.01
30900.0,8300.0,0.9,-0.0
31000.0,8300.0,0.84,-0.0
31100.0,8300.0,0.77,-0.01
31200.0,8300.0,0.72,-0.01
31300.0,8300.0,0.66,-0.01
31400.0,8300.0,0.61,-0.01
31500.0,8300.0,0.56,-0.01
31600.0,8300.0,0.51,-0.02
31700.0,8300.0,0.47,-0.02
31800.0,8300.0,0.44,-0.02
31900.0,8300.0,0.4,-0.02
32000.0,8300.0,0.38,-0.01
32100.0,8300.0,0.34,-0.02
32200.0,8300.0,0.32,-0.02
32300.0,8300.0,0.29,-0.02
32400.0,8300.0,0.28,-0.02
32500.0,8300.0,0.26,-0.02
32600.0,8300.0,0.24,-0.02
32700.0,8300.0,0.22,-0.02
32800.0,8300.0,0.21,-0.02
32900.0,8300.0,0.2,-0.02
33000.0,8300.0,0.19,-0.02
33100.0,8300.0,0.18,-0.02
33200.0,8300.0,0.18,-0.02
33300.0,8300.0,0.16,-0.02
33400.0,8300.0,0.15,-0.02
33500.0,8300.0,0.15,-0.02
33600.0,8300.0,0.14,-0.02
33700.0,8300.0,0.14,-0.02
33800.0,8300.0,0.13,-0.02
33900.0,8300.0,0.13,-0.02
34000.0,8300.0,0.12,-0.02
34100.0,8300.0,0.12,-0.02
34200.0,8300.0,0.11,-0.02
34300.0,8300.0,0.11,-0.02
34400.0,8300.0,0.1,-0.02
34500.0,8300.0,0.1,-0.02
34600.0,8300.0,0.1,-0.02
34700.0,8300.0,0.09,-0.02
34800.0,8300.0,0.09,-0.02
34900.0,8300.0,0.09,-0.02
35000.0,8300.0,0.08,-0.02
35100.0,8300.0,0.08,-0.02
35200.0,8300.0,0.08,-0.02
35300.0,8300.0,0.08,-0.02
35400.0,8300.0,0.07,-0.02
35500.0,8300.0,0.07,-0.02
35600.0,8300.0,0.07,-0.02
35700.0,8300.0,0.07,-0.02
35800.0,8300.0,0.07,-0.02
35900.0,8300.0,0.06,-0.02
36000.0,8300.0,0.06,-0.02
36100.0,8300.0,0.06,-0.02
36200.0,8300.0,0.05,-0.02
36300.0,8300.0,0.05,-0.02
36400.0,8300.0,0.06,-0.02
36500.0,8300.0,0.06,-0.02
36600.0,8300.0,0.05,-0.02
36700.0,8300.0,0.05,-0.02
36800.0,8300.0,0.05,-0.02
36900.0,8300.0,0.05,-0.02
37000.0,8300.0,0.05,-0.02
37100.0,8300.0,0.05,-0.02
37200.0,8300.0,0.05,-0.03
37300.0,8300.0,0.05,-0.03
37400.0,8300.0,0.05,-0.03
37500.0,8300.0,0.05,-0.03
37600.0,8300.0,0.05,-0.03
37700.0,8300.0,0.04,-0.03
37800.0,8300.0,0.05,-0.03
37900.0,8300.0,0.04,-0.03
38000.0,8300.0,0.04,-0.03
38100.0,8300.0,0.04,-0.03
38200.0,8300.0,0.04,-0.03
38300.0,8300.0,0.04,-0.03
38400.0,8300.0,0.04,-0.03
38500.0,8300.0,0.04,-0.03
